Gene stable ID	Gene stable ID version	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene % GC content	Gene type
ENSMUSG00000129347	ENSMUSG00000129347.1	predicted gene, 66672 [Source:MGI Symbol;Acc:MGI:7816195]	10	11213998	11219831	Gm66672	46.31	lncRNA
ENSMUSG00000141642	ENSMUSG00000141642.1	predicted gene, 66320 [Source:MGI Symbol;Acc:MGI:7815504]	3	153125682	153127818	Gm66320	46.28	lncRNA
ENSMUSG00000112208	ENSMUSG00000112208.3	predicted gene, 40797 [Source:MGI Symbol;Acc:MGI:5623682]	10	126499752	126516438	Gm40797	42.42	lncRNA
ENSMUSG00000141671	ENSMUSG00000141671.1	predicted gene, 46837 [Source:MGI Symbol;Acc:MGI:5826474]	3	91821293	91824015	Gm46837	38.19	lncRNA
ENSMUSG00000141675	ENSMUSG00000141675.1	predicted gene, 40138 [Source:MGI Symbol;Acc:MGI:5623023]	3	121898805	121925472	Gm40138	47.81	lncRNA
ENSMUSG00000122064	ENSMUSG00000122064.1	predicted gene, 66246 [Source:MGI Symbol;Acc:MGI:7815356]	6	121138115	121150704	Gm66246	48.15	lncRNA
ENSMUSG00000054580	ENSMUSG00000054580.15	phospholipase A2 receptor 1 [Source:MGI Symbol;Acc:MGI:102468]	2	60247887	60383652	Pla2r1	42.48	protein_coding
ENSMUSG00000005481	ENSMUSG00000005481.19	DEAD box helicase 39a [Source:MGI Symbol;Acc:MGI:1915528]	8	84441806	84453521	Ddx39a	52.01	protein_coding
ENSMUSG00000122094	ENSMUSG00000122094.1	predicted gene, 53283 [Source:MGI Symbol;Acc:MGI:6721634]	6	38276924	38293402	Gm53283	44.00	lncRNA
ENSMUSG00000046731	ENSMUSG00000046731.6	potassium channel tetramerisation domain containing 11 [Source:MGI Symbol;Acc:MGI:2448712]	11	69769087	69772232	Kctd11	55.75	protein_coding
ENSMUSG00000141697	ENSMUSG00000141697.1	predicted gene, 66321 [Source:MGI Symbol;Acc:MGI:7815506]	3	99789091	99792987	Gm66321	43.91	lncRNA
ENSMUSG00000122120	ENSMUSG00000122120.1	predicted gene, 66247 [Source:MGI Symbol;Acc:MGI:7815358]	6	67197230	67204562	Gm66247	42.12	lncRNA
ENSMUSG00000141702	ENSMUSG00000141702.1	predicted gene, 66322 [Source:MGI Symbol;Acc:MGI:7815508]	3	103820564	103821537	Gm66322	38.71	lncRNA
ENSMUSG00000122200	ENSMUSG00000122200.1	predicted gene, 66248 [Source:MGI Symbol;Acc:MGI:7815360]	6	21434424	21443522	Gm66248	39.53	lncRNA
ENSMUSG00000141703	ENSMUSG00000141703.1	predicted gene, 66323 [Source:MGI Symbol;Acc:MGI:7815510]	3	57642713	57643842	Gm66323	57.52	lncRNA
ENSMUSG00000122205	ENSMUSG00000122205.1	novel transcript	6	144734175	144766796		43.36	lncRNA
ENSMUSG00000104444	ENSMUSG00000104444.3	predicted gene, 33051 [Source:MGI Symbol;Acc:MGI:5592210]	3	28861354	28870422	Gm33051	41.17	lncRNA
ENSMUSG00000104996	ENSMUSG00000104996.3	microRNA 6924 [Source:MGI Symbol;Acc:MGI:5562732]	11	69772858	69772920	Mir6924	50.79	miRNA
ENSMUSG00000018765	ENSMUSG00000018765.7	FMR1 autosomal homolog 2 [Source:MGI Symbol;Acc:MGI:1346074]	11	69523816	69544123	Fxr2	45.90	protein_coding
ENSMUSG00000111646	ENSMUSG00000111646.3	predicted gene, 40621 [Source:MGI Symbol;Acc:MGI:5623506]	10	29233740	29250941	Gm40621	39.34	lncRNA
ENSMUSG00000141756	ENSMUSG00000141756.1	predicted gene, 66326 [Source:MGI Symbol;Acc:MGI:7815516]	3	122193061	122193755	Gm66326	45.61	lncRNA
ENSMUSG00000122219	ENSMUSG00000122219.1	predicted gene, 36873 [Source:MGI Symbol;Acc:MGI:5596032]	6	116770950	116839404	Gm36873	42.45	lncRNA
ENSMUSG00000141782	ENSMUSG00000141782.1	predicted gene, 66327 [Source:MGI Symbol;Acc:MGI:7815518]	3	137268316	137317491	Gm66327	41.19	lncRNA
ENSMUSG00000141790	ENSMUSG00000141790.1	predicted gene, 66328 [Source:MGI Symbol;Acc:MGI:7815520]	3	135874036	135915186	Gm66328	39.11	lncRNA
ENSMUSG00000141807	ENSMUSG00000141807.1	predicted gene, 66329 [Source:MGI Symbol;Acc:MGI:7815522]	3	13012214	13022588	Gm66329	34.75	lncRNA
ENSMUSG00000141813	ENSMUSG00000141813.1	predicted gene, 66330 [Source:MGI Symbol;Acc:MGI:7815524]	3	94492035	94495386	Gm66330	45.05	lncRNA
ENSMUSG00000051788	ENSMUSG00000051788.6	RIKEN cDNA 4930564D02 gene [Source:MGI Symbol;Acc:MGI:1922519]	3	104974121	105042223	4930564D02Rik	45.02	lncRNA
ENSMUSG00000122250	ENSMUSG00000122250.1	predicted gene, 66253 [Source:MGI Symbol;Acc:MGI:7815370]	6	72472036	72488918	Gm66253	46.32	lncRNA
ENSMUSG00000112774	ENSMUSG00000112774.4	predicted gene, 36041 [Source:MGI Symbol;Acc:MGI:5595200]	10	122172430	122283343	Gm36041	41.04	lncRNA
ENSMUSG00000122258	ENSMUSG00000122258.1	predicted gene, 66255 [Source:MGI Symbol;Acc:MGI:7815374]	6	52346291	52348849	Gm66255	48.30	lncRNA
ENSMUSG00000122262	ENSMUSG00000122262.1	predicted gene, 66256 [Source:MGI Symbol;Acc:MGI:7815376]	6	116818152	116879298	Gm66256	42.70	lncRNA
ENSMUSG00000122266	ENSMUSG00000122266.1	predicted gene, 66257 [Source:MGI Symbol;Acc:MGI:7815378]	6	132882285	132886479	Gm66257	34.99	lncRNA
ENSMUSG00000122302	ENSMUSG00000122302.1	predicted gene, 66258 [Source:MGI Symbol;Acc:MGI:7815380]	6	116774017	116775291	Gm66258	44.55	lncRNA
ENSMUSG00000100219	ENSMUSG00000100219.3	RIKEN cDNA 1700054K19 gene [Source:MGI Symbol;Acc:MGI:1914586]	6	112183388	112237892	1700054K19Rik	44.16	lncRNA
ENSMUSG00000007783	ENSMUSG00000007783.11	carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]	7	44608796	44624275	Cpt1c	52.48	protein_coding
ENSMUSG00000141912	ENSMUSG00000141912.1	predicted gene, 40044 [Source:MGI Symbol;Acc:MGI:5622929]	3	51125476	51129935	Gm40044	46.41	lncRNA
ENSMUSG00000141941	ENSMUSG00000141941.1	predicted gene, 66340 [Source:MGI Symbol;Acc:MGI:7815544]	3	58410396	58410770	Gm66340	46.40	lncRNA
ENSMUSG00000141974	ENSMUSG00000141974.1	predicted gene, 38542 [Source:MGI Symbol;Acc:MGI:5621427]	3	78783062	78826967	Gm38542	43.31	lncRNA
ENSMUSG00000142014	ENSMUSG00000142014.1	predicted gene, 66342 [Source:MGI Symbol;Acc:MGI:7815548]	3	78825981	78850145	Gm66342	42.56	lncRNA
ENSMUSG00000056023	ENSMUSG00000056023.5	predicted gene 9989 [Source:MGI Symbol;Acc:MGI:3642361]	3	81727231	81841020	Gm9989	38.74	lncRNA
ENSMUSG00000087968	ENSMUSG00000087968.3	predicted gene, 25395 [Source:MGI Symbol;Acc:MGI:5455172]	1	87704660	87704931	Gm25395	48.53	scaRNA
ENSMUSG00000122332	ENSMUSG00000122332.1	predicted gene, 66264 [Source:MGI Symbol;Acc:MGI:7815392]	6	90041649	90042318	Gm66264	49.55	lncRNA
ENSMUSG00000089281	ENSMUSG00000089281.3	small Cajal body-specific RNA 6 [Source:MGI Symbol;Acc:MGI:3819487]	1	87712278	87712542	Scarna6	50.94	scaRNA
ENSMUSG00000122366	ENSMUSG00000122366.1	predicted gene, 66265 [Source:MGI Symbol;Acc:MGI:7815394]	6	112167950	112183813	Gm66265	46.49	lncRNA
ENSMUSG00000056055	ENSMUSG00000056055.15	S-antigen, retina and pineal gland (arrestin) [Source:MGI Symbol;Acc:MGI:98227]	1	87731402	87772880	Sag	46.58	protein_coding
ENSMUSG00000122389	ENSMUSG00000122389.1	predicted gene, 66266 [Source:MGI Symbol;Acc:MGI:7815396]	6	4527227	4534669	Gm66266	41.99	lncRNA
ENSMUSG00000122397	ENSMUSG00000122397.1	predicted gene, 66267 [Source:MGI Symbol;Acc:MGI:7815398]	6	112174688	112176230	Gm66267	46.27	lncRNA
ENSMUSG00000101553	ENSMUSG00000101553.4	RIKEN cDNA 1700049E22 gene [Source:MGI Symbol;Acc:MGI:1920645]	6	100504281	100510659	1700049E22Rik	48.22	lncRNA
ENSMUSG00000002885	ENSMUSG00000002885.15	adhesion G protein-coupled receptor E5 [Source:MGI Symbol;Acc:MGI:1347095]	8	84449880	84467955	Adgre5	50.98	protein_coding
ENSMUSG00000045502	ENSMUSG00000045502.7	hydroxycarboxylic acid receptor 2 [Source:MGI Symbol;Acc:MGI:1933383]	5	124001633	124003562	Hcar2	50.78	protein_coding
ENSMUSG00000049241	ENSMUSG00000049241.7	hydrocarboxylic acid receptor 1 [Source:MGI Symbol;Acc:MGI:2441671]	5	124014799	124018083	Hcar1	51.20	protein_coding
ENSMUSG00000023106	ENSMUSG00000023106.16	density-regulated protein [Source:MGI Symbol;Acc:MGI:1915434]	5	124045238	124066898	Denr	45.22	protein_coding
ENSMUSG00000013483	ENSMUSG00000013483.15	caspase recruitment domain family, member 14 [Source:MGI Symbol;Acc:MGI:2386258]	11	119198594	119236201	Card14	50.88	protein_coding
ENSMUSG00000122456	ENSMUSG00000122456.1	predicted gene, 66279 [Source:MGI Symbol;Acc:MGI:7815422]	6	57519692	57640329	Gm66279	39.24	lncRNA
ENSMUSG00000142053	ENSMUSG00000142053.1	predicted gene, 66357 [Source:MGI Symbol;Acc:MGI:7815578]	3	103539570	103559624	Gm66357	46.13	lncRNA
ENSMUSG00000142055	ENSMUSG00000142055.1	predicted gene, 66359 [Source:MGI Symbol;Acc:MGI:7815582]	3	108703257	108704520	Gm66359	44.22	lncRNA
ENSMUSG00000142084	ENSMUSG00000142084.1	predicted gene, 66361 [Source:MGI Symbol;Acc:MGI:7815586]	3	81759489	81763089	Gm66361	38.91	lncRNA
ENSMUSG00000086578	ENSMUSG00000086578.3	predicted gene 13583 [Source:MGI Symbol;Acc:MGI:3650462]	2	60381101	60384267	Gm13583	50.08	lncRNA
ENSMUSG00000142092	ENSMUSG00000142092.1	predicted gene, 66363 [Source:MGI Symbol;Acc:MGI:7815590]	3	132297069	132355594	Gm66363	39.55	lncRNA
ENSMUSG00000117301	ENSMUSG00000117301.2	predicted gene, 35883 [Source:MGI Symbol;Acc:MGI:5595042]	17	29041117	29041731	Gm35883	56.59	lncRNA
ENSMUSG00000138416	ENSMUSG00000138416.1	predicted gene, 65667 [Source:MGI Symbol;Acc:MGI:7814220]	17	29044168	29045259	Gm65667	49.63	lncRNA
ENSMUSG00000122497	ENSMUSG00000122497.1	predicted gene, 66282 [Source:MGI Symbol;Acc:MGI:7815428]	6	57443628	57445180	Gm66282	42.24	lncRNA
ENSMUSG00000098659	ENSMUSG00000098659.10	RIKEN cDNA 1110015O18 gene [Source:MGI Symbol;Acc:MGI:1915766]	3	4861705	4879977	1110015O18Rik	34.59	lncRNA
ENSMUSG00000087615	ENSMUSG00000087615.3	patatin-like phospholipase domain containing 1, opposite strand [Source:MGI Symbol;Acc:MGI:3801758]	17	29071029	29078482	Pnpla1os	51.44	lncRNA
ENSMUSG00000043340	ENSMUSG00000043340.5	RIKEN cDNA 6530409C15 gene [Source:MGI Symbol;Acc:MGI:1923474]	6	28215554	28260861	6530409C15Rik	37.55	lncRNA
ENSMUSG00000084115	ENSMUSG00000084115.2	predicted gene 13566 [Source:MGI Symbol;Acc:MGI:3649655]	2	60407881	60409022	Gm13566	40.28	processed_pseudogene
ENSMUSG00000083195	ENSMUSG00000083195.2	predicted gene 13567 [Source:MGI Symbol;Acc:MGI:3649435]	2	60426392	60426638	Gm13567	46.96	processed_pseudogene
ENSMUSG00000043286	ENSMUSG00000043286.13	patatin-like phospholipase domain containing 1 [Source:MGI Symbol;Acc:MGI:3617850]	17	29077385	29109283	Pnpla1	49.56	protein_coding
ENSMUSG00000026971	ENSMUSG00000026971.16	integrin beta 6 [Source:MGI Symbol;Acc:MGI:96615]	2	60428636	60552987	Itgb6	43.10	protein_coding
ENSMUSG00000122521	ENSMUSG00000122521.1	predicted gene, 66284 [Source:MGI Symbol;Acc:MGI:7815432]	6	5388605	5396995	Gm66284	40.70	lncRNA
ENSMUSG00000122523	ENSMUSG00000122523.1	predicted gene, 66285 [Source:MGI Symbol;Acc:MGI:7815434]	6	117924004	117952898	Gm66285	46.48	lncRNA
ENSMUSG00000122561	ENSMUSG00000122561.1	predicted gene, 66286 [Source:MGI Symbol;Acc:MGI:7815436]	6	117965697	117968586	Gm66286	46.64	lncRNA
ENSMUSG00000122570	ENSMUSG00000122570.1	predicted gene, 66288 [Source:MGI Symbol;Acc:MGI:7815440]	6	48806001	48807882	Gm66288	41.82	lncRNA
ENSMUSG00000122607	ENSMUSG00000122607.1	predicted gene, 66290 [Source:MGI Symbol;Acc:MGI:7815444]	6	84507499	84512043	Gm66290	45.57	lncRNA
ENSMUSG00000122652	ENSMUSG00000122652.1	predicted gene, 38761 [Source:MGI Symbol;Acc:MGI:5621646]	6	4654509	4662756	Gm38761	41.10	lncRNA
ENSMUSG00000122715	ENSMUSG00000122715.1	predicted gene, 66294 [Source:MGI Symbol;Acc:MGI:7815452]	6	47765531	47768763	Gm66294	43.77	lncRNA
ENSMUSG00000107597	ENSMUSG00000107597.3	predicted gene 44764 [Source:MGI Symbol;Acc:MGI:5753340]	6	48822790	48880018	Gm44764	44.08	lncRNA
ENSMUSG00000000915	ENSMUSG00000000915.16	huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]	5	124111691	124143621	Hip1r	54.59	protein_coding
ENSMUSG00000070738	ENSMUSG00000070738.11	diacylglycerol kinase, delta [Source:MGI Symbol;Acc:MGI:2138334]	1	87781009	87872902	Dgkd	45.41	protein_coding
ENSMUSG00000132513	ENSMUSG00000132513.1	predicted gene, 65269 [Source:MGI Symbol;Acc:MGI:7813434]	17	29097052	29101458	Gm65269	51.24	lncRNA
ENSMUSG00000122749	ENSMUSG00000122749.1	predicted gene, 66298 [Source:MGI Symbol;Acc:MGI:7815460]	6	63542049	63543384	Gm66298	36.90	lncRNA
ENSMUSG00000097539	ENSMUSG00000097539.3	RIKEN cDNA 4930477E14 gene [Source:MGI Symbol;Acc:MGI:1922199]	3	96305518	96309544	4930477E14Rik	44.45	lncRNA
ENSMUSG00000048905	ENSMUSG00000048905.6	BCL2 interacting protein 5 [Source:MGI Symbol;Acc:MGI:1925441]	17	29115366	29134298	Bnip5	50.22	protein_coding
ENSMUSG00000108084	ENSMUSG00000108084.4	predicted gene 7932 [Source:MGI Symbol;Acc:MGI:3643446]	6	48837235	48843049	Gm7932	46.98	lncRNA
ENSMUSG00000120107	ENSMUSG00000120107.2	predicted gene, 56771 [Source:MGI Symbol;Acc:MGI:7337455]	3	9918259	9996749	Gm56771	42.46	lncRNA
ENSMUSG00000122772	ENSMUSG00000122772.1	predicted gene, 66302 [Source:MGI Symbol;Acc:MGI:7815468]	6	139554232	139555819	Gm66302	36.02	lncRNA
ENSMUSG00000122788	ENSMUSG00000122788.1	predicted gene, 66303 [Source:MGI Symbol;Acc:MGI:7815470]	6	10689685	10694755	Gm66303	45.08	lncRNA
ENSMUSG00000122817	ENSMUSG00000122817.1	predicted gene, 33275 [Source:MGI Symbol;Acc:MGI:5592434]	6	37395178	37396626	Gm33275	51.14	lncRNA
ENSMUSG00000142180	ENSMUSG00000142180.1	predicted gene, 66373 [Source:MGI Symbol;Acc:MGI:7815610]	3	83196529	83214685	Gm66373	41.41	lncRNA
ENSMUSG00000122837	ENSMUSG00000122837.1	novel transcript	6	4440387	4503334		40.42	lncRNA
ENSMUSG00000142193	ENSMUSG00000142193.1	predicted gene, 66375 [Source:MGI Symbol;Acc:MGI:7815614]	3	119664316	119704623	Gm66375	39.99	lncRNA
ENSMUSG00000082429	ENSMUSG00000082429.2	predicted gene 13171 [Source:MGI Symbol;Acc:MGI:3651089]	4	155586773	155587163	Gm13171	59.34	processed_pseudogene
ENSMUSG00000129382	ENSMUSG00000129382.1	predicted gene, 66725 [Source:MGI Symbol;Acc:MGI:7816301]	10	108190848	108195958	Gm66725	46.88	lncRNA
ENSMUSG00000006219	ENSMUSG00000006219.13	filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452]	4	141303373	141333407	Fblim1	50.76	protein_coding
ENSMUSG00000129385	ENSMUSG00000129385.1	predicted gene, 66726 [Source:MGI Symbol;Acc:MGI:7816303]	10	120446049	120451471	Gm66726	43.15	lncRNA
ENSMUSG00000122860	ENSMUSG00000122860.1	predicted gene, 66305 [Source:MGI Symbol;Acc:MGI:7815474]	6	86360823	86362889	Gm66305	46.93	lncRNA
ENSMUSG00000097299	ENSMUSG00000097299.3	predicted gene, 26654 [Source:MGI Symbol;Acc:MGI:5477148]	3	96307154	96310279	Gm26654	44.50	lncRNA
ENSMUSG00000122887	ENSMUSG00000122887.1	predicted gene, 40371 [Source:MGI Symbol;Acc:MGI:5623256]	6	47622418	47628720	Gm40371	49.36	lncRNA
ENSMUSG00000129387	ENSMUSG00000129387.1	predicted gene, 66728 [Source:MGI Symbol;Acc:MGI:7816307]	10	126526904	126532706	Gm66728	44.36	lncRNA
ENSMUSG00000142217	ENSMUSG00000142217.1	predicted gene, 66383 [Source:MGI Symbol;Acc:MGI:7815628]	3	9946442	9949978	Gm66383	43.06	lncRNA
ENSMUSG00000142231	ENSMUSG00000142231.1	predicted gene, 66384 [Source:MGI Symbol;Acc:MGI:7815630]	3	119687036	119696862	Gm66384	42.74	lncRNA
ENSMUSG00000122914	ENSMUSG00000122914.1	predicted gene, 66308 [Source:MGI Symbol;Acc:MGI:7815480]	6	23221569	23223748	Gm66308	37.11	lncRNA
ENSMUSG00000142234	ENSMUSG00000142234.1	predicted gene, 40113 [Source:MGI Symbol;Acc:MGI:5622998]	3	103090747	103103970	Gm40113	41.36	lncRNA
ENSMUSG00000122990	ENSMUSG00000122990.1	predicted gene, 66309 [Source:MGI Symbol;Acc:MGI:7815482]	6	147191541	147194108	Gm66309	44.28	lncRNA
ENSMUSG00000129396	ENSMUSG00000129396.1	predicted gene, 66732 [Source:MGI Symbol;Acc:MGI:7816315]	10	77739260	77745283	Gm66732	45.72	lncRNA
ENSMUSG00000085333	ENSMUSG00000085333.3	RIKEN cDNA 1700030A11 gene [Source:MGI Symbol;Acc:MGI:1921429]	17	29124201	29125746	1700030A11Rik	51.49	lncRNA
ENSMUSG00000122995	ENSMUSG00000122995.1	predicted gene, 66311 [Source:MGI Symbol;Acc:MGI:7815486]	6	86414465	86415622	Gm66311	48.62	lncRNA
ENSMUSG00000109324	ENSMUSG00000109324.3	protein arginine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:107846]	7	44625413	44635992	Prmt1	53.83	protein_coding
ENSMUSG00000121056	ENSMUSG00000121056.2	predicted gene, 56977 [Source:MGI Symbol;Acc:MGI:7337867]	6	83092006	83092464	Gm56977	50.33	lncRNA
ENSMUSG00000129406	ENSMUSG00000129406.1	predicted gene, 66734 [Source:MGI Symbol;Acc:MGI:7816319]	10	29129661	29141423	Gm66734	36.27	lncRNA
ENSMUSG00000142239	ENSMUSG00000142239.1	predicted gene, 66385 [Source:MGI Symbol;Acc:MGI:7815632]	3	131136485	131143777	Gm66385	43.22	lncRNA
ENSMUSG00000123017	ENSMUSG00000123017.1	predicted gene, 66312 [Source:MGI Symbol;Acc:MGI:7815488]	6	80930593	80931737	Gm66312	37.38	lncRNA
ENSMUSG00000123026	ENSMUSG00000123026.1	predicted gene, 66313 [Source:MGI Symbol;Acc:MGI:7815490]	6	47993269	47995414	Gm66313	47.44	lncRNA
ENSMUSG00000129425	ENSMUSG00000129425.1	predicted gene, 40790 [Source:MGI Symbol;Acc:MGI:5623675]	10	122187622	122216000	Gm40790	41.37	lncRNA
ENSMUSG00000087693	ENSMUSG00000087693.3	predicted gene 16191 [Source:MGI Symbol;Acc:MGI:3801759]	17	29144378	29156099	Gm16191	49.55	lncRNA
ENSMUSG00000074346	ENSMUSG00000074346.8	potassium voltage-gated channel, Shal-related family, member 3, opposite strand [Source:MGI Symbol;Acc:MGI:1925885]	3	105348899	105360900	Kcnd3os	48.87	lncRNA
ENSMUSG00000123032	ENSMUSG00000123032.1	predicted gene, 66314 [Source:MGI Symbol;Acc:MGI:7815492]	6	83513867	83527370	Gm66314	44.68	lncRNA
ENSMUSG00000129462	ENSMUSG00000129462.1	predicted gene, 66736 [Source:MGI Symbol;Acc:MGI:7816323]	10	122283260	122285188	Gm66736	56.66	lncRNA
ENSMUSG00000087305	ENSMUSG00000087305.11	RIKEN cDNA A430035B10 gene [Source:MGI Symbol;Acc:MGI:2443789]	6	8488795	8510430	A430035B10Rik	42.11	lncRNA
ENSMUSG00000129503	ENSMUSG00000129503.1	predicted gene, 66737 [Source:MGI Symbol;Acc:MGI:7816325]	10	99108971	99121032	Gm66737	43.42	lncRNA
ENSMUSG00000045378	ENSMUSG00000045378.6	peroxisomal, testis specific 1 [Source:MGI Symbol;Acc:MGI:1916557]	17	29152958	29162814	Pxt1	48.78	protein_coding
ENSMUSG00000129519	ENSMUSG00000129519.1	predicted gene, 40715 [Source:MGI Symbol;Acc:MGI:5623600]	10	79760541	79762404	Gm40715	51.02	lncRNA
ENSMUSG00000112544	ENSMUSG00000112544.3	predicted gene, 48089 [Source:MGI Symbol;Acc:MGI:6097430]	10	99103751	99114950	Gm48089	44.02	lncRNA
ENSMUSG00000129556	ENSMUSG00000129556.1	predicted gene, 66739 [Source:MGI Symbol;Acc:MGI:7816329]	10	80812097	80815825	Gm66739	42.10	lncRNA
ENSMUSG00000129559	ENSMUSG00000129559.1	predicted gene, 66740 [Source:MGI Symbol;Acc:MGI:7816331]	10	25744693	25758874	Gm66740	40.54	lncRNA
ENSMUSG00000005043	ENSMUSG00000005043.14	N-sulfoglucosamine sulfohydrolase (sulfamidase) [Source:MGI Symbol;Acc:MGI:1350341]	11	119234251	119246362	Sgsh	53.91	protein_coding
ENSMUSG00000112493	ENSMUSG00000112493.3	RIKEN cDNA 4930486F22 gene [Source:MGI Symbol;Acc:MGI:1925420]	10	85931175	85950523	4930486F22Rik	45.06	lncRNA
ENSMUSG00000117116	ENSMUSG00000117116.2	predicted gene, 49868 [Source:MGI Symbol;Acc:MGI:6270543]	17	29165545	29166169	Gm49868	58.24	processed_pseudogene
ENSMUSG00000111923	ENSMUSG00000111923.4	predicted gene, 34777 [Source:MGI Symbol;Acc:MGI:5593936]	10	99068898	99079451	Gm34777	44.22	lncRNA
ENSMUSG00000123072	ENSMUSG00000123072.1	predicted gene, 66324 [Source:MGI Symbol;Acc:MGI:7815512]	6	83551444	83552848	Gm66324	45.77	lncRNA
ENSMUSG00000117080	ENSMUSG00000117080.2	RIKEN cDNA 1700063J08 gene [Source:MGI Symbol;Acc:MGI:1920700]	17	29170829	29171382	1700063J08Rik	55.42	lncRNA
ENSMUSG00000123076	ENSMUSG00000123076.1	predicted gene, 66325 [Source:MGI Symbol;Acc:MGI:7815514]	6	84408564	84411519	Gm66325	48.85	lncRNA
ENSMUSG00000123092	ENSMUSG00000123092.1	predicted gene, 46952 [Source:MGI Symbol;Acc:MGI:5826589]	6	8333821	8345585	Gm46952	38.33	lncRNA
ENSMUSG00000005936	ENSMUSG00000005936.20	potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]	17	29170924	29188523	Kctd20	48.64	protein_coding
ENSMUSG00000086887	ENSMUSG00000086887.3	RIKEN cDNA 1700060C16 gene [Source:MGI Symbol;Acc:MGI:1920675]	6	143539079	143597044	1700060C16Rik	43.35	lncRNA
ENSMUSG00000086763	ENSMUSG00000086763.3	plexin A4, opposite strand 1 [Source:MGI Symbol;Acc:MGI:2442851]	6	32488008	32492511	Plxna4os1	45.83	lncRNA
ENSMUSG00000103996	ENSMUSG00000103996.2	RIKEN cDNA 4833421G17 gene [Source:MGI Symbol;Acc:MGI:1921007]	1	87792795	87793638	4833421G17Rik	39.93	TEC
ENSMUSG00000103591	ENSMUSG00000103591.2	predicted gene, 38365 [Source:MGI Symbol;Acc:MGI:5611593]	1	87825262	87828254	Gm38365	41.93	TEC
ENSMUSG00000112902	ENSMUSG00000112902.3	predicted gene, 48884 [Source:MGI Symbol;Acc:MGI:6098641]	10	99068524	99073478	Gm48884	44.22	lncRNA
ENSMUSG00000005501	ENSMUSG00000005501.15	ubiquitin specific peptidase 40 [Source:MGI Symbol;Acc:MGI:2443184]	1	87872841	87936273	Usp40	41.52	protein_coding
ENSMUSG00000142279	ENSMUSG00000142279.1	predicted gene, 36753 [Source:MGI Symbol;Acc:MGI:5595912]	3	131196077	131204214	Gm36753	46.58	lncRNA
ENSMUSG00000123168	ENSMUSG00000123168.1	RIKEN cDNA 4930556H05 gene [Source:MGI Symbol;Acc:MGI:1925459]	6	144471225	144474898	4930556H05Rik	41.51	lncRNA
ENSMUSG00000129640	ENSMUSG00000129640.1	predicted gene, 66747 [Source:MGI Symbol;Acc:MGI:7816345]	10	117449734	117461321	Gm66747	43.73	lncRNA
ENSMUSG00000112384	ENSMUSG00000112384.3	predicted gene, 34921 [Source:MGI Symbol;Acc:MGI:5594080]	10	99103268	99106545	Gm34921	46.34	lncRNA
ENSMUSG00000129657	ENSMUSG00000129657.1	predicted gene, 66748 [Source:MGI Symbol;Acc:MGI:7816347]	10	80512482	80513388	Gm66748	54.36	lncRNA
ENSMUSG00000107811	ENSMUSG00000107811.3	predicted gene, 44000 [Source:MGI Symbol;Acc:MGI:5690392]	6	129024240	129026803	Gm44000	44.81	lncRNA
ENSMUSG00000129659	ENSMUSG00000129659.1	predicted gene, 66749 [Source:MGI Symbol;Acc:MGI:7816349]	10	94782371	94800686	Gm66749	46.53	lncRNA
ENSMUSG00000123202	ENSMUSG00000123202.1	predicted gene, 66332 [Source:MGI Symbol;Acc:MGI:7815528]	6	112712271	112714586	Gm66332	48.01	lncRNA
ENSMUSG00000112476	ENSMUSG00000112476.3	predicted gene, 32365 [Source:MGI Symbol;Acc:MGI:5591524]	10	117450310	117453007	Gm32365	45.55	lncRNA
ENSMUSG00000142291	ENSMUSG00000142291.1	predicted gene, 66397 [Source:MGI Symbol;Acc:MGI:7815656]	3	128989373	128993484	Gm66397	48.83	lncRNA
ENSMUSG00000068601	ENSMUSG00000068601.4	predicted gene 10244 [Source:MGI Symbol;Acc:MGI:3642504]	6	39396566	39398228	Gm10244	60.91	lncRNA
ENSMUSG00000039908	ENSMUSG00000039908.15	solute carrier family 26, member 11 [Source:MGI Symbol;Acc:MGI:2444589]	11	119246383	119271905	Slc26a11	49.93	protein_coding
ENSMUSG00000105125	ENSMUSG00000105125.3	predicted gene 43468 [Source:MGI Symbol;Acc:MGI:5663605]	3	150776999	150782157	Gm43468	35.82	lncRNA
ENSMUSG00000123210	ENSMUSG00000123210.1	predicted gene, 66334 [Source:MGI Symbol;Acc:MGI:7815532]	6	100820713	100825799	Gm66334	39.85	lncRNA
ENSMUSG00000129697	ENSMUSG00000129697.1	predicted gene, 53599 [Source:MGI Symbol;Acc:MGI:6722244]	10	94779279	94791039	Gm53599	51.19	lncRNA
ENSMUSG00000123212	ENSMUSG00000123212.1	predicted gene, 66335 [Source:MGI Symbol;Acc:MGI:7815534]	6	22833883	22835112	Gm66335	43.01	lncRNA
ENSMUSG00000112619	ENSMUSG00000112619.3	RIKEN cDNA 1700030E10 gene [Source:MGI Symbol;Acc:MGI:1916765]	10	67465826	67553914	1700030E10Rik	44.67	lncRNA
